Explicit-Compositional Best-Effort Synthesizer,./1/001.ltlf,true.ltlf,Agent,0.196,0,0,0,NA,0.196,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/002.ltlf,true.ltlf,Agent,0.027,0.006,0,0,NA,0.033,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/003.ltlf,true.ltlf,Agent,0.069,0,0,0,NA,0.069,Unr,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/004.ltlf,true.ltlf,Agent,0.074,0,0,0,NA,0.074,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/005.ltlf,true.ltlf,Agent,0.189,0.116,0.015,0.022,NA,0.342,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/006.ltlf,true.ltlf,Agent,0.12,0,0,0,NA,0.12,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/007.ltlf,true.ltlf,Agent,0.13,0.099,0.006,0.004,NA,0.239,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/008.ltlf,true.ltlf,Agent,0.017,0.006,0,0,NA,0.023,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/009.ltlf,true.ltlf,Agent,0.062,0,0,0,NA,0.062,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/010.ltlf,true.ltlf,Agent,0.144,0,0,0,NA,0.144,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/011.ltlf,true.ltlf,Agent,0.111,0.011,0.001,0.002,NA,0.125,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/012.ltlf,true.ltlf,Agent,0.111,0,0,0,NA,0.111,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/013.ltlf,true.ltlf,Agent,0.028,0.006,0,0,NA,0.034,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/014.ltlf,true.ltlf,Agent,0.114,0.018,0.001,0.006,NA,0.139,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/015.ltlf,true.ltlf,Agent,0.113,0.009,0,0.004,NA,0.126,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/016.ltlf,true.ltlf,Agent,0.194,0,0,0,NA,0.194,Unr,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/017.ltlf,true.ltlf,Agent,0.104,0.011,0,0.001,NA,0.116,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/018.ltlf,true.ltlf,Agent,0.206,0.048,0.004,0.01,NA,0.268,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/019.ltlf,true.ltlf,Agent,0.042,0.009,0,0,NA,0.051,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/020.ltlf,true.ltlf,Agent,0.16,0.015,0.002,0.003,NA,0.18,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/021.ltlf,true.ltlf,Agent,0.158,0.121,0.007,0.004,NA,0.29,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/022.ltlf,true.ltlf,Agent,0.02,0.008,0,0,NA,0.028,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/023.ltlf,true.ltlf,Agent,0.139,0,0,0,NA,0.139,Unr,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/024.ltlf,true.ltlf,Agent,0.117,0.009,0,0,NA,0.126,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/025.ltlf,true.ltlf,Agent,0.216,0.046,0.002,0.004,NA,0.268,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/026.ltlf,true.ltlf,Agent,0.256,0,0,0,NA,0.256,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/027.ltlf,true.ltlf,Agent,0.164,0.015,0.001,0,NA,0.18,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/028.ltlf,true.ltlf,Agent,0.071,0.011,0,0,NA,0.082,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/029.ltlf,true.ltlf,Agent,0.242,0,0,0,NA,0.242,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/030.ltlf,true.ltlf,Agent,0.126,0,0,0,NA,0.126,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/031.ltlf,true.ltlf,Agent,0.204,0.049,0.002,0.007,NA,0.262,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/032.ltlf,true.ltlf,Agent,0.134,0,0,0,NA,0.134,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/033.ltlf,true.ltlf,Agent,0.261,0,0,0,NA,0.261,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/034.ltlf,true.ltlf,Agent,0.076,0.006,0,0,NA,0.082,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/035.ltlf,true.ltlf,Agent,0.181,0,0,0,NA,0.181,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/036.ltlf,true.ltlf,Agent,0.182,0.1,0.006,0.014,NA,0.302,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/037.ltlf,true.ltlf,Agent,0.161,0,0,0,NA,0.161,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/038.ltlf,true.ltlf,Agent,0.213,0,0,0,NA,0.213,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/039.ltlf,true.ltlf,Agent,0.094,0,0,0,NA,0.094,Unr,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/040.ltlf,true.ltlf,Agent,0.074,0,0,0,NA,0.074,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/041.ltlf,true.ltlf,Agent,0.115,0.012,0.001,0,NA,0.128,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/042.ltlf,true.ltlf,Agent,0.061,0.015,0.001,0.001,NA,0.078,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/043.ltlf,true.ltlf,Agent,0.101,0.013,0.001,0.002,NA,0.117,Coop,NA
Explicit-Compositional Best-Effort Synthesizer,./1/044.ltlf,true.ltlf,Agent,0.181,0,0,0,NA,0.181,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/045.ltlf,true.ltlf,Agent,0.023,0.037,0.001,0.001,NA,0.062,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/046.ltlf,true.ltlf,Agent,0.127,0,0,0,NA,0.127,Adv,Dom
Explicit-Compositional Best-Effort Synthesizer,./1/047.ltlf,true.ltlf,Agent,0.078,0.039,0.002,0.001,NA,0.12,Adv,Dom
