Direct Best-Effort Synthesizer,./1/001.ltlf,true.ltlf,Agent,0.334,0,0,0,0,0.334,Adv,Dom
Direct Best-Effort Synthesizer,./1/002.ltlf,true.ltlf,Agent,0.046,0.007,0,0,0,0.053,Adv,Dom
Direct Best-Effort Synthesizer,./1/003.ltlf,true.ltlf,Agent,0.122,0,0,0,0,0.122,Unr,Dom
Direct Best-Effort Synthesizer,./1/004.ltlf,true.ltlf,Agent,0.147,0,0,0,0,0.147,Adv,Dom
Direct Best-Effort Synthesizer,./1/005.ltlf,true.ltlf,Agent,0.384,0.131,0.015,0.022,0.018,0.57,Coop,NoDom
Direct Best-Effort Synthesizer,./1/006.ltlf,true.ltlf,Agent,0.271,0,0,0,0,0.271,Adv,Dom
Direct Best-Effort Synthesizer,./1/007.ltlf,true.ltlf,Agent,0.251,0.15,0.012,0.005,0,0.418,Adv,Dom
Direct Best-Effort Synthesizer,./1/008.ltlf,true.ltlf,Agent,0.033,0.009,0,0,0,0.042,Adv,Dom
Direct Best-Effort Synthesizer,./1/009.ltlf,true.ltlf,Agent,0.132,0,0,0,0,0.132,Adv,Dom
Direct Best-Effort Synthesizer,./1/010.ltlf,true.ltlf,Agent,0.29,0,0,0,0,0.29,Adv,Dom
Direct Best-Effort Synthesizer,./1/011.ltlf,true.ltlf,Agent,0.249,0.016,0.002,0.004,0.003,0.274,Coop,NoDom
Direct Best-Effort Synthesizer,./1/012.ltlf,true.ltlf,Agent,0.307,0,0,0,0,0.307,Adv,Dom
Direct Best-Effort Synthesizer,./1/013.ltlf,true.ltlf,Agent,0.069,0.01,0,0,0,0.079,Adv,Dom
Direct Best-Effort Synthesizer,./1/014.ltlf,true.ltlf,Agent,0.272,0.018,0.001,0.003,0.001,0.295,Coop,NoDom
Direct Best-Effort Synthesizer,./1/015.ltlf,true.ltlf,Agent,0.215,0.009,0.001,0.005,0.001,0.231,Coop,NoDom
Direct Best-Effort Synthesizer,./1/016.ltlf,true.ltlf,Agent,0.394,0,0,0,0,0.394,Unr,Dom
Direct Best-Effort Synthesizer,./1/017.ltlf,true.ltlf,Agent,0.209,0.012,0,0.002,0,0.223,Coop,NoDom
Direct Best-Effort Synthesizer,./1/018.ltlf,true.ltlf,Agent,0.39,0.048,0.002,0.01,0.004,0.454,Coop,NoDom
Direct Best-Effort Synthesizer,./1/019.ltlf,true.ltlf,Agent,0.07,0.012,0,0,0,0.082,Adv,Dom
Direct Best-Effort Synthesizer,./1/020.ltlf,true.ltlf,Agent,0.307,0.017,0.002,0.003,0.003,0.332,Coop,NoDom
Direct Best-Effort Synthesizer,./1/021.ltlf,true.ltlf,Agent,0.303,0.13,0.007,0.004,0,0.444,Adv,Dom
Direct Best-Effort Synthesizer,./1/022.ltlf,true.ltlf,Agent,0.029,0.009,0,0,0,0.038,Adv,Dom
Direct Best-Effort Synthesizer,./1/023.ltlf,true.ltlf,Agent,0.277,0,0,0,0,0.277,Unr,Dom
Direct Best-Effort Synthesizer,./1/024.ltlf,true.ltlf,Agent,0.239,0.009,0,0,0,0.248,Coop,NoDom
Direct Best-Effort Synthesizer,./1/025.ltlf,true.ltlf,Agent,0.384,0.041,0.003,0.001,0.003,0.432,Coop,NoDom
Direct Best-Effort Synthesizer,./1/026.ltlf,true.ltlf,Agent,0.36,0,0,0,0,0.36,Adv,Dom
Direct Best-Effort Synthesizer,./1/027.ltlf,true.ltlf,Agent,0.234,0.012,0.001,0,0.001,0.248,Coop,NoDom
Direct Best-Effort Synthesizer,./1/028.ltlf,true.ltlf,Agent,0.103,0.006,0,0,0,0.109,Coop,NoDom
Direct Best-Effort Synthesizer,./1/029.ltlf,true.ltlf,Agent,0.327,0,0,0,0,0.327,Adv,Dom
Direct Best-Effort Synthesizer,./1/030.ltlf,true.ltlf,Agent,0.179,0,0,0,0,0.179,Adv,Dom
Direct Best-Effort Synthesizer,./1/031.ltlf,true.ltlf,Agent,0.272,0.041,0.002,0.007,0.002,0.324,Coop,NoDom
Direct Best-Effort Synthesizer,./1/032.ltlf,true.ltlf,Agent,0.184,0,0,0,0,0.184,Adv,Dom
Direct Best-Effort Synthesizer,./1/033.ltlf,true.ltlf,Agent,0.361,0,0,0,0,0.361,Adv,Dom
Direct Best-Effort Synthesizer,./1/034.ltlf,true.ltlf,Agent,0.101,0.009,0,0,0,0.11,Coop,NoDom
Direct Best-Effort Synthesizer,./1/035.ltlf,true.ltlf,Agent,0.255,0,0,0,0,0.255,Adv,Dom
Direct Best-Effort Synthesizer,./1/036.ltlf,true.ltlf,Agent,0.369,0.099,0.005,0.013,0.01,0.496,Coop,NoDom
