Symbolic-Compositional Adversarial Synthesizer,goal_1.ltlf,env_1.ltlf,Environment,0.015,0,0,NA,NA,0.015,Adv,Dom
Symbolic-Compositional Adversarial Synthesizer,goal_1.ltlf,env_2.ltlf,Environment,0.017,0,0,NA,NA,0.017,Adv,Dom
Symbolic-Compositional Adversarial Synthesizer,goal_1.ltlf,env_3.ltlf,Environment,0.016,0,0,NA,NA,0.016,Adv,Dom
Symbolic-Compositional Adversarial Synthesizer,goal_1.ltlf,env_4.ltlf,Environment,0.018,0,0,NA,NA,0.018,Adv,Dom
Symbolic-Compositional Adversarial Synthesizer,goal_1.ltlf,env_5.ltlf,Environment,0.018,0,0,NA,NA,0.018,Adv,Dom
Symbolic-Compositional Adversarial Synthesizer,goal_1.ltlf,env_6.ltlf,Environment,0.018,0,0,NA,NA,0.018,Adv,Dom
Symbolic-Compositional Adversarial Synthesizer,goal_1.ltlf,env_7.ltlf,Environment,0.022,0,0,NA,NA,0.022,Adv,Dom
Symbolic-Compositional Adversarial Synthesizer,goal_1.ltlf,env_8.ltlf,Environment,0.026,0,0,NA,NA,0.026,Adv,Dom
Symbolic-Compositional Adversarial Synthesizer,goal_1.ltlf,env_9.ltlf,Environment,0.029,0.001,0.001,NA,NA,0.031,Adv,Dom
Symbolic-Compositional Adversarial Synthesizer,goal_1.ltlf,env_10.ltlf,Environment,0.033,0,0,NA,NA,0.033,Adv,Dom
Symbolic-Compositional Adversarial Synthesizer,goal_2.ltlf,env_1.ltlf,Environment,0.03,0.001,0,NA,NA,0.031,Unr,NA
Symbolic-Compositional Adversarial Synthesizer,goal_2.ltlf,env_2.ltlf,Environment,0.028,0.001,0,NA,NA,0.029,Unr,NA
Symbolic-Compositional Adversarial Synthesizer,goal_2.ltlf,env_3.ltlf,Environment,0.028,0.001,0,NA,NA,0.029,Adv,Dom
Symbolic-Compositional Adversarial Synthesizer,goal_2.ltlf,env_4.ltlf,Environment,0.032,0.001,0.001,NA,NA,0.034,Adv,Dom
Symbolic-Compositional Adversarial Synthesizer,goal_2.ltlf,env_5.ltlf,Environment,0.032,0.001,0.001,NA,NA,0.034,Adv,Dom
Symbolic-Compositional Adversarial Synthesizer,goal_2.ltlf,env_6.ltlf,Environment,0.032,0.001,0.001,NA,NA,0.034,Adv,Dom
Symbolic-Compositional Adversarial Synthesizer,goal_2.ltlf,env_7.ltlf,Environment,0.032,0,0,NA,NA,0.032,Adv,Dom
